"","Districtcode","Wardcode","Wardname","Population2011Census.x","Crimerate","Openspace","hhSocialRented","JobSeekers","Noqual","Carsperhousehold","LifeExpectancy","Children","Greaterthan65","nonwhite","NotBorninUK","NotEnglishspeaking"
"513"," 00AC","00ACGQ","Barnet - Underhill",15915,64.4,43.7,25.7,5.4,21.6,1.1,80.4,20.5717876217405,16.2,27.3,25.4,6.9
"514"," 00BE","00BEGG","Southwark - College",11812,92.9,43.7,27.2,5.8,13.6,0.8,78.7,20.4029800203183,11.7,36.6,30.7,5.3
"515"," 00AN","00ANGD","Hammersmith and Fulham - College Park and Old Oak",9175,133.2,43.8,55.9,7.9,23,0.4,78.75,NA,NA,NA,NA,NA
"516"," 00AL","00ALGP","Greenwich - Abbey Wood",15704,82.9,43.9,38.9,9,25.3,0.7,77.7,26.8530310748854,9.6,46.3,32,7.6
"517"," 00AF","00AFGU","Bromley - Mottingham and Chislehurst North",9987,91.1,44.4,31.9,7.3,26,1,78.9,NA,NA,NA,NA,NA
"518"," 00AB","00ABGL","Barking and Dagenham - Thames",10728,143.8,44.4,44.4,9.2,24.1,0.7,81.7,NA,NA,NA,NA,NA
"519"," 00AK","00AKHA","Enfield - Ponders End",15664,93,44.5,25.6,13.7,26.9,0.8,79.2,25.9001532175689,9.1,54.6,43.5,19
"520"," 00AD","00ADGM","Bexley - Erith",12053,86,44.6,20.2,6.6,23.6,1,80.55,23.6372687297768,11.7,31.4,23.1,5.6
"521"," 00AS","00ASGL","Hillingdon - Charville",12622,69.4,44.9,9.7,4.2,21.6,1.3,83.8,22.8014577721439,12.5,43.9,30.1,9.7
"522"," 00AR","00ARGC","Havering - Brooklands",14957,76.8,44.9,17.4,5,24.9,1,75.75,21.0670589021863,13.5,22.3,17.4,4.4
"523"," 00AR","00ARGT","Havering - South Hornchurch",13544,87.6,45,19.8,7.3,31.4,1.2,79.35,21.0351447135263,16.6,16.4,11.8,2.5
"524"," 00AR","00ARGL","Havering - Heaton",12570,72.6,45.3,37.1,8.8,35.8,1,78.85,21.9252187748608,16.8,16.3,13,2.5
"525"," 00AT","00ATGF","Hounslow - Hanworth",12155,84.9,45.3,38.6,6.7,26.4,1,82.3,24.2040312628548,11,32.4,28.9,11.3
"526"," 00AP","00APGF","Haringey - Harringay",13272,108.9,45.4,13.9,9.3,14,0.5,80.1,14.7679324894515,7.5,34.5,49.2,24.3
"527"," 00BD","00BDGN","Richmond upon Thames - West Twickenham",10528,48.8,45.6,11.5,2.1,13.4,1.1,81.3,21.7895136778116,11.7,16,21.1,4.4
"528"," 00BE","00BEGR","Southwark - Peckham Rye",13518,62.3,45.7,25.3,5.8,13.8,0.7,78.4,20.2914632342062,8,35.8,28.8,5.9
"529"," 00AQ","00AQGS","Harrow - Stanmore Park",11229,62.5,45.8,15,3.2,19.7,1.4,80.65,17.3479383738534,22.4,43.3,34.5,8.8
"530"," 00AB","00ABGH","Barking and Dagenham - Mayesbrook",10342,83.4,45.8,38.6,9.6,32.1,0.8,79.4,NA,NA,NA,NA,NA
"531"," 00AZ","00AZGD","Lewisham - Bellingham",14775,103.1,46.7,44,9.5,25.4,0.7,77.15,25.1573604060914,10.2,51.3,29.6,6.2
"532"," 00AD","00ADGT","Bexley - St. Mary's",10491,41.7,46.8,4.1,2.1,18.9,1.4,86.65,NA,NA,NA,NA,NA
"533"," 00AJ","00AJGE","Ealing - Dormers Wells",13910,80.6,47.3,28.4,8.9,23.5,1,79.65,22.3939611790079,11.6,82.1,56,29.1
"534"," 00BD","00BDGJ","Richmond upon Thames - South Richmond",10820,123.3,47.3,13.9,2,7.1,0.9,81.15,16.5526802218115,14,13.1,33,8.5
"535"," 00AJ","00AJGU","Ealing - Norwood Green",14032,124.6,47.6,34.7,10.1,21.8,1.1,79.05,20.6242873432155,10.7,78,50.7,25.6
"536"," 00BJ","00BJGA","Wandsworth - Bedford",14575,62.2,47.9,16.1,2.9,9.1,0.7,80.4,14.6415094339623,7.5,27.6,30.3,8.3
"537"," 00AC","00ACGL","Barnet - High Barnet",15307,81.9,47.9,7.7,2.9,13.1,1.2,80.25,18.4556085451101,16.5,18.3,22.1,6.3
"538"," 00AB","00ABGN","Barking and Dagenham - Village",10787,102.3,48,39.9,11.9,30.3,0.8,78.45,NA,NA,NA,NA,NA
"539"," 00AS","00ASGQ","Hillingdon - Hillingdon East",12906,74.9,48.1,14.8,4.5,19.3,1.3,80.55,23.1132806446614,11.9,34.4,23.3,6.4
"540"," 00BJ","00BJGS","Wandsworth - Wandsworth Common",15247,60.6,48.2,12.6,2.1,11,1,78.15,18.6922017446055,8.1,17.8,25.7,4.5
"541"," 00BC","00BCGG","Redbridge - Fairlop",12630,91.7,48.2,9.7,5.2,21.2,1.2,80.65,20.8471892319873,13.1,34.9,25.1,8.2
"542"," 00AH","00AHGU","Croydon - Sanderstead",12777,39.8,48.6,6.7,2.9,15.1,1.5,83.35,19.5585818267199,18.5,19.5,13.7,1.7
"543"," 00BB","00BBGP","Newham - Little Ilford",16633,85.2,48.6,30.1,12,23.2,0.6,75.05,27.782119882162,6.7,82,54.5,27.3
"544"," 00AT","00ATGM","Hounslow - Hounslow Heath",14727,97.3,48.7,20,6,15.7,0.9,81.8,23.114008284104,7.8,72.6,58,27.7
"545"," 00AC","00ACGJ","Barnet - Hale",17437,57.6,48.8,13.6,4.1,17.8,1.2,82.5,23.1060388828354,13.4,40.6,35.7,11.7
"546"," 00AL","00ALGY","Greenwich - Greenwich West",16527,127.7,49,35.7,5.4,12.8,0.6,78.85,17.4320808374176,7.7,33.3,34.8,9.7
"547"," 00AF","00AFGP","Bromley - Crystal Palace",12255,111.5,49.3,33.2,8.2,16.9,0.6,78.75,19.2166462668299,7.8,38.1,30.3,8.3
"548"," 00AQ","00AQGF","Harrow - Headstone North",10093,38.6,49.5,4,2.5,12.9,1.4,83.35,18.1809174675518,16.4,52.6,37,9.1
"549"," 00AS","00ASHC","Hillingdon - West Ruislip",10611,67,49.5,11,2,16.3,1.3,82.85,17.8588257468665,16.8,18,18.4,3.9
"550"," 00AF","00AFGR","Bromley - Farnborough and Crofton",14632,38.8,49.7,8.8,2.2,18.1,1.3,83.1,NA,NA,NA,NA,NA
"551"," 00BD","00BDGC","Richmond upon Thames - Hampton Wick",10221,55.8,50,15.1,1.8,10,1.1,82.05,20.4383132765874,13.3,11.4,20.3,4.5
"552"," 00BA","00BAGA","Merton - Cricket Green",11474,93.2,50,36.9,10.1,24.5,0.7,82.75,23.3135785253617,10.8,47.5,39.5,14.5
"553"," 00AB","00ABGB","Barking and Dagenham - Eastbrook",10506,72.4,51.1,20,8.8,29.9,1.1,77.8,NA,NA,NA,NA,NA
"554"," 00AP","00APGA","Haringey - Alexandra",11795,101.8,52.3,9,3.4,8,1,81.35,21.6108520559559,9.9,20.5,26.8,8.5
"555"," 00AT","00ATFY","Hounslow - Bedfont",12701,94.5,52.5,26.9,5.1,24,1.1,79.1,22.2344697267932,11.2,35.7,31,12.5
"556"," 00BA","00BAGK","Merton - Pollards Hill",10287,73.5,52.8,24.1,8.4,21.7,1,82.7,24.1178186060076,10.5,56.4,35.9,9.4
"557"," 00BF","00BFGC","Sutton - Beddington North",10309,67.1,53,9,3.8,19.8,1.3,81.15,20.6906586477835,13.3,23.5,16.6,3.8
"558"," 00AJ","00AJGR","Ealing - North Greenford",14713,69.6,53.3,8.3,3.8,16.9,1.2,83.6,20.288180520628,11.4,56.4,51.4,22.1
"559"," 00AC","00ACGE","Barnet - Edgware",16728,93.7,54,15.8,4.2,17,1.2,81.85,23.3201817312291,13.8,39.2,37.4,12.1
"560"," 00BD","00BDGG","Richmond upon Thames - North Richmond",10649,72.6,54.1,16.9,2.1,10.2,0.9,84.95,18.6590290168091,13.1,15.7,28.3,6.8
"561"," 00AT","00ATGR","Hounslow - Osterley and Spring Grove",13031,93.3,54.2,6.9,3.3,10.8,1.2,82.35,NA,NA,NA,NA,NA
"562"," 00AG","00AGGL","Camden - Hampstead Town",11270,111,54.2,13.4,1.6,6.1,0.7,84.65,17.4977817213842,15.9,20,40.9,10.4
"563"," 00BD","00BDFW","Richmond upon Thames - Barnes",10299,61.4,54.4,17.9,2.1,9.1,1,83.55,20.4000388387222,14.7,14.3,32.2,8.3
"564"," 00AL","00ALGU","Greenwich - Eltham South",12541,94.6,54.6,22.4,5.5,21.5,1,81.6,16.2586715572921,15.7,16.8,17.5,4.6
"565"," 00AN","00ANGK","Hammersmith and Fulham - Palace Riverside",7483,82.6,54.7,14.2,1.8,9.9,0.9,84.95,NA,NA,NA,NA,NA
"566"," 00BH","00BHGA","Waltham Forest - Chingford Green",10287,72.7,54.9,15.4,4.9,24.2,1.1,81.05,17.663069894041,21.8,14.7,13.1,3
"567"," 00AH","00AHGX","Croydon - Selsdon and Ballards",11719,39.6,55.2,2,2.7,15.2,1.5,86.95,NA,NA,NA,NA,NA
"568"," 00AL","00ALHE","Greenwich - Thamesmead Moorings",19730,94.5,55.5,38,9.3,18.7,0.7,75.9,28.6467308667005,4.7,57.6,41.8,12.1
"569"," 00AS","00ASGR","Hillingdon - Ickenham",10387,43.5,55.7,4.4,1.6,14.6,1.6,83.65,18.638682969096,19.9,21.8,15.9,2.8
"570"," 00AR","00ARGE","Havering - Elm Park",12466,50.6,55.7,15.1,5,29.6,1.1,80.7,17.9207444248356,19.4,13.7,10.9,2.1
"571"," 00AR","00ARGD","Havering - Cranham",12528,34.7,55.9,4.8,2.7,22.2,1.3,82.65,17.2333971902937,23.5,5.6,6,1.1
"572"," 00AQ","00AQGD","Harrow - Harrow Weald",11376,65.5,56.3,15.9,4.7,19.4,1.3,83.15,19.7433192686357,17.1,48.3,36.7,10.5
"573"," 00AJ","00AJGT","Ealing - Northolt West End",15121,116.4,56.3,34.5,9.4,25.1,0.9,82.3,25.553865485087,9.8,55.1,41.5,18.6
"574"," 00AB","00ABGA","Barking and Dagenham - Chadwell Heath",10021,100.4,56.4,NA,NA,NA,NA,80.8,NA,NA,NA,NA,NA
"575"," 00BH","00BHGG","Waltham Forest - High Street",14127,209.2,56.4,19,8.3,18.3,0.6,80.05,19.5087421250088,7.6,50.7,44.4,18
"576"," 00AK","00AKGW","Enfield - Highlands",13006,40.6,56.5,7.4,3.3,18.7,1.2,86,16.9075811164078,18.5,20.8,20.9,5.4
"577"," 00BD","00BDGE","Richmond upon Thames - Kew",11436,61.6,56.6,9.9,1.7,7.5,1,83.7,20.1556488282616,13.9,15.3,30.2,7.6
"578"," 00BH","00BHGH","Waltham Forest - Higham Hill",13194,79.5,56.7,33.6,11.5,23.7,0.7,81.9,24.4808246172503,7.6,51.9,40.3,15.7
"579"," 00AH","00AHGJ","Croydon - Coulsdon East",12244,39.3,56.8,12.5,3.5,18.2,1.4,83.75,19.1849068931722,19.6,15.4,11.8,1.5
"580"," 00AL","00ALHD","Greenwich - Shooters Hill",13433,51.1,57.1,19.5,5.9,19.4,1,82.1,20.7474130871734,12.4,33.5,23.8,5.2
"581"," 00AQ","00AQFZ","Harrow - Canons",12471,52.4,57.3,10.2,2.9,17.8,1.3,84.15,18.3626012348649,19.6,48.4,40.1,12.5
"582"," 00AC","00ACGP","Barnet - Totteridge",15159,49.2,57.7,8.7,2.5,13,1.3,81.65,20.1068672075994,16.8,34.3,37.6,13.7
"583"," 00BB","00BBGT","Newham - Royal Docks",10679,91.6,57.8,30.8,5.6,14.1,0.7,81.85,21.0693885195243,4,54.1,48.3,18.1
"584"," 00AC","00ACGM","Barnet - Mill Hill",18451,82.4,59,12.8,3.8,14,1.3,83.65,22.8171914801366,13.1,36.1,34.4,10.2
"585"," 00AF","00AFGF","Bromley - Bromley Common and Keston",15113,52.8,59.3,15.7,4.3,20.5,1.3,81.7,NA,NA,NA,NA,NA
"586"," 00BC","00BCGK","Redbridge - Hainault",12953,91.1,59.8,27.3,8.4,28.9,1,80.95,23.0448544738671,14.1,29.8,22.2,7.4
"587"," 00AF","00AFGJ","Bromley - Chislehurst",14831,70.1,60,7.1,2.9,15.8,1.4,82.1,17.9826040051244,21.5,12,12.7,1.9
"588"," 00AK","00AKGX","Enfield - Jubilee",14355,61.4,60.6,15.5,9.1,28.5,1,79.7,23.7965865552072,11.9,50.9,40.8,16.9
"589"," 00AR","00ARGJ","Havering - Harold Wood",12650,72.9,60.7,16,4.8,25.8,1.2,81.2,17.4466403162055,17.4,10.1,9.4,2.5
"590"," 00AS","00ASGT","Hillingdon - Northwood",10469,57.1,61,14.2,2.3,13.3,1.3,82.65,15.8276817270035,20.9,34.8,31.8,7
"591"," 00AH","00AHGP","Croydon - Heathfield",13213,82.2,61.3,9.3,4.2,17.2,1.3,83.9,19.0494210247484,15.9,24.6,16.9,2.8
"592"," 00AD","00ADGJ","Bexley - Cray Meadows",11207,46.2,61.6,22.8,4.1,25.1,1.2,78.2,20.5139644864817,17.6,11,9.9,2.3
"593"," 00BA","00BAGQ","Merton - Village",8491,60.3,62.2,5.6,0.9,6.8,1.4,84.45,19.1025792015075,19.3,17.1,34,8.3
"594"," 00BK","00BKGP","Westminster - Regent's Park",12067,76.4,62.2,19.1,2.2,13,0.6,82.2,15.2979199469628,16.3,43.7,59.9,23.7
"595"," 00AS","00ASGX","Hillingdon - South Ruislip",12364,85,62.8,10.1,3.4,18.3,1.2,80.7,20.1957295373665,12.6,27,23.2,7.7
"596"," 00BD","00BDGL","Richmond upon Thames - Teddington",10330,56.1,64,8.5,1.5,7.7,1.1,82.65,18.9351403678606,13.6,8.9,17.8,4.1
"597"," 00BC","00BCGU","Redbridge - Wanstead",11543,85.9,64.2,14.3,3,15.2,1.1,82.1,19.3797106471455,14.5,30,22.8,5.7
"598"," 00AG","00AGGN","Camden - Highgate",10955,92.1,65.2,34.1,5.2,12.6,0.7,83.2,17.8183477863989,15.2,20.2,27.1,5.5
"599"," 00AD","00ADGR","Bexley - North End",11566,89.9,65.3,37.4,8.9,28.8,0.9,76.5,26.8026975618191,10.6,27,18.8,3.3
"600"," 00AM","00AMGL","Hackney - King's Park",11098,61.9,67.7,57.9,13.6,24.6,0.5,81.45,25.5541539016039,9.2,62,43.3,13.4
"601"," 00BF","00BFGG","Sutton - Carshalton South and Clockhouse",9715,37.1,68.2,10.6,3,15.5,1.5,81.1,NA,NA,NA,NA,NA
"602"," 00AR","00ARGG","Havering - Gooshays",14692,86.2,68.4,41.9,9.3,34.2,1,78.35,23.2371358562483,12.9,12.8,10.7,2.6
"603"," 00AK","00AKGP","Enfield - Cockfosters",13788,55.9,68.8,12,4.3,19,1.3,84.15,17.2251232956194,19,26.3,30.5,9.5
"604"," 00BK","00BKGH","Westminster - Knightsbridge and Belgravia",9270,184.9,69.1,3.9,0.4,5.7,0.9,91.65,NA,NA,NA,NA,NA
"605"," 00AF","00AFGH","Bromley - Chelsfield and Pratts Bottom",14507,32.7,69.2,4.6,2.3,16.4,1.5,84.3,NA,NA,NA,NA,NA
"606"," 00AF","00AFGS","Bromley - Hayes and Coney Hall",15906,38,69.5,3.1,2.2,15.7,1.4,83.6,NA,NA,NA,NA,NA
"607"," 00AD","00ADGX","Bexley - Thamesmead East",12094,68.5,70.5,38.4,9.7,20.8,0.8,80.85,27.1622292045642,6.8,52.7,38.1,7.6
"608"," 00BJ","00BJGL","Wandsworth - Roehampton",16132,84.7,70.6,46,8.3,18.2,0.6,77.65,18.4540044631788,10.5,34.5,38.6,15.5
"609"," 00AF","00AFGE","Bromley - Biggin Hill",9951,43.4,71.4,4.6,2.8,18.3,1.7,84.2,18.9528690583861,16.3,4.1,5.1,0.5
"610"," 00BD","00BDGA","Richmond upon Thames - Hampton",9985,56.6,74.7,13.8,1.7,12.5,1.2,83.85,19.3390085127692,15.8,11.3,16.7,4
"611"," 00AR","00ARGK","Havering - Havering Park",13000,51.8,75.3,20.6,6.4,30.4,1.3,77.15,21.2692307692308,15.9,12,9.1,1.5
"612"," 00AX","00AXGC","Kingston upon Thames - Chessington South",10232,49.4,75.7,11.7,2.1,19.1,1.4,81.65,20.6802189210321,13.5,13,14.3,3.9
"613"," 00AF","00AFGM","Bromley - Cray Valley East",15445,115.7,76.4,24.7,6.1,27.9,1,79.35,22.1819359015863,15.9,14.6,12.3,2.5
"614"," 00BD","00BDFX","Richmond upon Thames - East Sheen",10348,58.3,76.7,7.6,1.5,6.6,1.1,86.5,22.9029764205644,13.9,9.3,23.6,5.5
"615"," 00BC","00BCFY","Redbridge - Aldborough",14544,100.4,76.8,11.3,5.3,19.6,1.1,79.8,23.0060506050605,12.4,61.3,38.4,12.8
"616"," 00AR","00ARGQ","Havering - Rainham and Wennington",12482,81.8,79,8.9,5.2,29.8,1.3,79.6,NA,NA,NA,NA,NA
"617"," 00AK","00AKGN","Enfield - Chase",13762,52.5,81.5,21.3,6.5,22.4,1.1,78.8,22.1915419270455,13.2,23.4,21,7
"618"," 00BD","00BDFZ","Richmond upon Thames - Ham, Petersham & Richmond Riverside",10317,65.8,81.9,18.5,3.1,14.1,1,82.35,19.1237762915576,16.7,15.9,30.5,7.6
"619"," 00AR","00ARGW","Havering - Upminster",12833,49.5,82,1.9,31.6,19,1.4,80.85,16.7770591443934,22.5,4.8,6.1,0.9
"620"," 00AS","00ASGN","Hillingdon - Harefield",7399,67.4,85.5,24,3.2,23.8,1.4,80.3,19.2458440329774,17,12.5,13.3,3.1
"621"," 00AF","00AFGQ","Bromley - Darwin",5110,58.6,88.8,5.5,1.6,21.9,1.7,81.8,18.3170254403131,21.9,4.8,6.1,0.4
"622"," 00AZ","00AZGW","Lewisham - Telegraph Hill",16414,71.7,99.9,36.6,8.2,14.4,0.6,77.6,19.5321067381504,7,49.4,36.9,10.9
